Administrative,Informational,ProductRelated,ExitRates,Revenue,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_8,TrafficType_10,TrafficType_11,TrafficType_13,TrafficType_20,TrafficType_Other,Month_Dec,Month_Mar,Month_May,Month_Nov,VisitorType_New_Visitor,is_special_day,Administrative_Duration_log,PageValues_log,Visited_Informational,ProductRelated_Duration_sqrt,has_bounce,high_exit_rate
0,0,18,0.027777778,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,25.228951623085727,0,0
2,0,4,0.025,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,3.295836866004329,0.0,0,25.219040425836983,0,0
4,0,9,0.002777778,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,6.143112096717122,0.0,0,25.21356399837199,0,0
6,0,25,0.010222222,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,5.248338996741795,2.4493646818131936,0,25.20896004796707,1,0
0,0,13,0.009090909,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,25.205819433218196,0,0
1,0,18,0.011764706,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,5.020585624949423,4.070576979368104,0,25.205819433218196,0,0
6,0,30,0.106666667,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,6.690183675494753,0.0,0,25.19301679434204,1,0
1,0,41,0.024285714,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1.9459101490553132,0.0,0,25.192591504249815,1,0
4,1,9,0.008095238,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,5.070998443614141,0.0,1,25.183327818221326,1,0
12,0,7,0.015384615,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,6.64205211329261,0.0,0,25.182665996673187,1,0
3,0,14,0.013333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0,5.934894195619588,0.0,0,25.179356624028344,0,0
4,0,22,0.021296296,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4.844187086458591,0.0,0,25.179072943617285,1,0
3,0,20,0.019047619,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,3.367295829986474,3.5096684027781593,0,25.17439175034821,0,0
9,0,40,0.017954545,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,5.74593691451676,0.0,0,25.167439281738616,1,0
0,0,30,0.021666667,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,25.151209380465186,0,0
15,0,60,0.011960784,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.21330399222108,0.0,0,25.144581921360317,1,0
0,0,14,0.042857143,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,0,25.13961017995307,1,0
10,0,28,0.022794118,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,4.773505500525616,2.4127992519452133,0,25.13940497505858,1,0
3,0,35,0.015789474,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,4.941642422609304,0.0,0,25.138284215514787,1,0
0,0,29,0.05042517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,25.13513477186864,1,0
0,0,12,0.072727273,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,4.3445218999271535,0,25.134637455113612,1,0
1,0,18,0.027777778,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1.6094379124341003,4.048731013986548,0,25.13297966218888,0,0
0,0,17,0.064705882,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0.0,0.0,0,25.129663746258124,1,0
7,1,26,0.007142857,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,6.408528791059498,0.0,1,25.128834698409715,0,0
0,0,11,0.048484848,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,25.12767398706056,1,0
0,0,36,0.047901224,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0.0,0.0,0,25.125820637344365,1,0
9,0,32,0.016095238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.230038525794742,0.0,0,25.125219734362524,1,0
0,0,31,0.02078853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,25.121419432428574,1,0
4,0,13,0.033529412,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,6.378930678104606,0.0,0,25.1210561143436,1,0
2,0,18,0.029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4.406719247264253,0.0,0,25.11971337416094,1,0
1,1,18,0.000292398,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0,3.5263605246161616,0.0,1,25.117163693379073,0,0
0,0,16,0.04047619,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,25.11473670974872,0,0
0,0,27,0.02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,25.11473670974872,1,0
1,0,28,0.016666667,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.032469158504013,2.609129827583728,0,25.112679401051572,0,0
1,1,16,0.00625,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,5.823045895483019,3.394307030957401,1,25.10975905897944,0,0
2,0,29,0.023333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3.4404180948154366,0.0,0,25.106307309120552,1,0
1,0,44,0.044223485,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1.791759469228055,0.0,0,25.106108155188053,1,0
0,0,28,0.032839506,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,25.10146078020162,1,0
2,0,15,0.003333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4.430816798843313,3.766540682700498,0,25.099800796022265,0,0
0,0,33,0.03030303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,25.096978569142543,1,0
0,0,25,0.01447619,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0.0,0.0,0,25.089838580588754,0,0
5,1,14,0.0275,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,5.4664766095294866,0.0,0,25.08568649050689,0,0
0,0,18,0.005555556,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,25.07654946957416,0,0
5,0,18,0.012698413,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,6.220093028652761,3.638181520884807,0,25.071564237199084,1,0
0,0,14,0.042857143,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,0,25.059928172283335,1,0
3,0,28,0.008214286,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.389498649512583,0.0,0,25.05302947150304,1,0
0,0,10,0.05,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,25.0499500997507,1,0
4,0,46,0.004166667,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,3.5553480614894135,0.0,0,25.046124117316037,0,0
8,0,23,0.011264368,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4.997212273764115,3.2654911744132176,0,25.03996805109783,1,0
3,0,9,0.024242424,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,4.539030383483547,0.0,0,25.031979546172533,0,0
8,5,23,0.008888889,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,5.119190700650601,0.0,1,25.024415427737768,1,0
0,0,5,0.04,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,0,25.019992006393608,0,0
12,3,36,0.032461962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.273185345919591,0.0,1,25.006161480723108,1,0
3,0,23,0.026388889,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,3.4339872044851463,0.0,0,25.005999280172748,1,0
11,1,35,0.02195122,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.8929587907583025,1.9561657426462897,1,25.00171372726278,1,0
4,1,14,0.0125,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0,5.700443573390687,0.0,0,25.0,0,0
1,0,22,0.015909091,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2.954910279033736,0.0,0,24.995199539111503,1,0
1,0,40,0.014634146,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,1.3862943611198906,0.0,0,24.994999499899976,0,0
0,0,65,0.02359375,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.0,0.0,0,24.992496786035602,0,0
1,2,31,0.031531532,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,1.6094379124341003,2.272983695217324,1,24.991665276647733,1,0
0,0,38,0.021052632,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,24.9899979991996,1,0
1,0,14,0.015238095,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,2.3978952727983707,0.0,0,24.988664095945584,0,0
0,0,20,0.015178571,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,24.98015879252972,1,0
2,0,11,0.020512821,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,3.871201010907891,0.0,0,24.979991993593593,0,0
0,2,11,0.046153846,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0.0,0.0,1,24.979991993593593,1,0
0,0,28,0.036309524,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0.0,0.0,0,24.979324784709455,1,0
0,0,18,0.055396825,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,24.974486981717963,1,0
10,0,22,0.04526749,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,5.572154032177765,0.0,0,24.96831325300129,1,0
0,0,19,0.044444444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,24.96397404260788,1,0
0,0,8,0.010884354,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,0,24.961508830597563,0,0
2,0,26,0.009047619,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,2.302585092994046,3.613143855016909,0,24.96050213236905,0,0
0,0,22,0.006060606,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.0,0.0,0,24.944939366532843,1,0
0,0,16,0.0125,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,24.939927826679853,0,0
0,0,19,0.024035088,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,24.93444739110935,1,0
0,0,19,0.015789474,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,24.928230316249888,0,0
1,6,25,0.009333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.8718021769015913,0.0,1,24.92388412747901,0,0
2,0,7,0.085714286,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,2.772588722239781,0.0,0,24.9098374141623,1,0
1,0,34,0.083095238,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,4.49647076906475,0.0,0,24.902409521971965,1,0
0,0,19,0.007894737,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,24.900468535752495,0,0
9,0,23,0.030246914,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.91338990965742,0.0,0,24.900468535752495,1,0
7,0,9,0.025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,4.013375499628193,0.0,0,24.890426539133475,0,0
3,0,30,0.00625,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,5.14166355650266,0.0,0,24.890175437308592,0,0
6,0,23,0.0125,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4.916324614625014,0.0,0,24.889756929307286,1,0
3,0,23,0.034615385,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.65669086712235,2.234601271566236,0,24.88935515436268,1,0
3,0,29,0.007142857,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4.174387269895637,3.781699523209829,0,24.887747989723778,0,0
4,0,6,0.025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,6.068425588244111,0.0,0,24.879710609249457,0,0
0,1,31,0.027956989,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.0,0.0,1,24.8746859276655,1,0
0,0,15,0.026666667,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0,0.0,0.0,0,24.86463351831271,0,0
2,0,31,0.006451613,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3.1780538303479458,0.0,0,24.859605789312106,0,0
0,0,29,0.01954023,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,24.849547279578356,1,0
4,0,14,0.004444444,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,4.243721963344548,2.3275861145093,0,24.842503899566967,0,0
0,0,20,0.01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0.0,0.0,0,24.829418035870273,0,0
2,0,6,0.038095238,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.5939676086489944,0.0,0,24.829418035870273,1,0
1,1,33,0.005714286,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0,4.795790545596741,0.0,1,24.828075505362875,0,0
1,0,12,0.018181818,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2.8903717578961645,0.0,0,24.827404213892358,0,0
4,0,22,0.010470085,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.583496308781699,0.0,0,24.823443220069212,1,0
0,0,21,0.04993081,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,24.816992503121728,1,0
4,0,28,0.016049383,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4.9175448712741465,0.0,0,24.81565366255743,1,0
5,0,26,0.002083333,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,5.17105201550216,4.155340438566025,0,24.81047205919307,0,0
2,1,22,0.036,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.038250461129229,0.0,1,24.80053762925312,1,0
0,0,19,0.026315789,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.0,0.0,0,24.79919353527449,0,0
0,0,44,0.036363636,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,24.79919353527449,1,0
1,0,19,0.022105263,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2.6390573296152584,0.0,0,24.7980734009721,0,0
0,0,5,0.073333333,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,24.794152536434876,0,0
2,0,15,0.027777778,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.3884627165516825,0.0,0,24.791953380078787,0,0
0,0,15,0.025641026,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0.0,0.0,0,24.78574859268931,1,0
1,0,30,0.035139573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3.4404180948154366,0.0,0,24.778888863304587,1,0
2,0,11,0.030769231,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,5.317302666295585,1.5536593255126379,0,24.77692138462727,0,0
1,3,21,0.023611111,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,3.091042453358316,0.0,1,24.77229635500108,1,0
9,2,22,0.025760906,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.546803725664038,3.1489366446294684,1,24.75519025174317,1,0
7,0,21,0.008695652,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.638354669333745,3.802441031495903,0,24.753787588973125,0,0
2,4,8,0.041538462,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,3.991296186322654,0.0,1,24.751262594057703,1,0
0,0,25,0.0125,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0.0,0.0,0,24.75042087116904,1,0
0,0,6,0.04,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,24.748737341529164,0,0
0,0,24,0.026388889,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,24.742844082683785,1,0
0,0,8,0.014285714,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.0,0.0,0,24.73863375370596,0,0
0,0,1,0.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,0,24.73863375370596,0,0
0,0,15,0.013333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,24.73863375370596,0,0
1,0,28,0.006896552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2.6390573296152584,0.0,0,24.737421045856824,0,0
0,0,7,0.016666667,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0,0.0,0.0,0,24.720099783374664,0,0
0,0,10,0.06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.0,0.0,0,24.71841418861655,1,0
1,0,22,0.072727273,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,2.9311937524164198,0.0,0,24.717908487572327,1,0
0,0,24,0.020833333,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,24.71099620209594,0,0
0,0,25,0.039,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,24.704443401946946,0,0
0,0,27,0.03974359,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,24.702057944632873,1,0
3,0,11,0.015384615,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,3.784189633918261,0.0,0,24.698178070456937,0,0
1,0,6,0.116666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,6.1463292576688975,0.0,0,24.688897640437492,1,0
0,0,39,0.005128205,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,24.68805379125702,0,0
1,0,38,0.005263158,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,2.7568403652716422,0.0,0,24.684991583956435,0,0
2,0,19,0.041915584,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2.4849066497880004,0.0,0,24.676767557765746,1,0
3,0,28,0.03125,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,5.034351820713572,3.03628425786477,0,24.675561458657835,1,0
1,0,16,0.026666667,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,1.9459101490553132,3.9834227113373246,0,24.674548289685063,1,0
0,0,9,0.025,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,3.7709784538613724,0,24.672859582950654,0,0
0,0,28,0.021952663,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,0,24.66825343026944,1,0
3,0,15,0.035294118,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,3.3843902633457743,0.0,0,24.66610359785266,0,0
4,0,27,0.016722783,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,4.069026754237811,2.0928695002531166,0,24.66576574931336,1,0
3,0,21,0.026666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.517431271680085,0.0,0,24.66380613976683,0,0
1,0,17,0.051851852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3.374168709274236,0.0,0,24.66204911802748,1,0
10,2,26,0.016666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.295312857527738,1.7896301204398573,1,24.657205393150296,0,0
0,0,24,0.004166667,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0.0,3.019187925326111,0,24.65698008069926,0,0
0,0,21,0.051322751,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,24.649326272740193,1,0
3,0,18,0.010526316,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,3.6506582412937387,5.8937517736105205,0,24.647515087732476,0,0
0,0,37,0.002777778,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,3.7130299144004493,0,24.646838878444434,0,0
4,0,19,0.026984127,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4.127134385045092,2.9197125714392302,0,24.63736998950984,0,0
0,0,8,0.0625,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,24.63736998950984,1,0
0,0,19,0.048245614,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,24.633987360961278,1,0
0,0,34,0.040441176,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.0,0.0,0,24.63302081150422,1,0
2,0,10,0.026388889,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.955827057601261,3.628924917115515,0,24.630604269891553,1,0
0,0,11,0.011111111,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,0,24.627220712049503,0,0
12,0,28,0.03614966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.741827282922197,0.0,0,24.62552875980534,1,0
1,0,39,0.026754386,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.210645017918261,0.0,0,24.624513532250745,1,0
1,0,34,0.001388889,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,3.1441522786722644,2.940739184411418,0,24.621129137389293,0,0
0,0,20,0.011111111,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,24.61706725018234,0,0
2,0,15,0.005882353,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,4.430816798843313,0.0,0,24.614745871123674,0,0
1,0,29,0.025517241,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,2.995732273553991,0.0,0,24.61040881822161,1,0
6,0,11,0.008888889,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.867506233705273,0.5391933561887136,0,24.609280093086834,0,0
2,0,13,0.006666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3.979681653901961,0.0,0,24.606909598728564,0,0
0,0,21,0.019047619,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0,0.0,0.0,0,24.586581706288495,0,0
0,0,7,0.033333333,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0,0.0,4.007114979609174,0,24.576411454889016,0,0
0,0,6,0.04,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0.0,0.0,0,24.576411454889016,0,0
3,0,34,0.003714286,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4.663439094112067,2.757291359431502,0,24.570452639298285,0,0
2,1,14,0.0125,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0,2.1972245773362196,3.821644146649046,1,24.569628949172188,0,0
6,0,7,0.034024526,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.2570952544914356,0.0,0,24.56128103540204,1,0
3,0,24,0.014666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3.5115454388310208,2.745656633800496,0,24.561148181630273,0,0
2,0,8,0.033333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3.6375861597263857,0.0,0,24.55605831561735,1,0
1,0,21,0.0425,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,2.8903717578961645,0.0,0,24.554361459830307,1,0
0,0,42,0.004365079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,3.1030754591222136,0,24.553682683051843,0,0
6,0,11,0.02,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,6.292494637079263,0.0,0,24.54757285965356,1,0
1,0,30,0.014910394,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,2.3978952727983707,0.0,0,24.545875417267155,1,0
2,0,24,0.003846154,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3.9318256327243257,0.0,0,24.540782383616055,0,0
2,1,22,0.008695652,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,3.1354942159291497,0.0,1,24.53908447151197,0,0
2,0,16,0.044117647,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3.7612001156935624,0.0,0,24.535688292770594,1,0
1,0,8,0.044444444,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,2.302585092994046,0.0,0,24.535688292770594,0,0
0,0,33,0.012903226,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0.0,0.0,0,24.53510604419716,1,0
0,0,90,0.012763533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.0,0.0,0,24.53141243589533,1,0
2,0,26,0.007407407,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2.772588722239781,0.0,0,24.530963735654577,0,0
4,0,42,0.004545455,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,3.332204510175204,0.0,0,24.530932854255663,0,0
8,0,27,0.019984651,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,4.727387818712341,0.0,0,24.517063743442037,1,0
0,0,17,0.092156863,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,2.9892844101893368,0,24.51598118167005,1,0
0,0,16,0.025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,24.510201957552287,0,0
2,2,26,0.022413793,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.032469158504013,1.3382783356152852,1,24.506597750401827,1,0
0,0,17,0.005882353,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,24.50510150968569,0,0
0,0,20,0.04,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0,24.502993015140007,1,0
0,0,6,0.033333333,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,0,24.49489742783178,0,0
0,0,30,0.004285714,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,24.4932449381457,0,0
0,0,12,0.020833333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0.0,0.0,0,24.487003354841114,0,0
0,0,14,0.016326531,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0.0,0.0,0,24.48639077732772,0,0
5,3,9,0.020833333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,5.065754593317335,0.0,1,24.48468909339059,0,0
